DateTime,GSLOOK_discharge,CS2MET_150_AirTemp,CS2MET_150_humidity,CS2MET_260_precip,CS2MET_250_precip,CS2MET_150_dewPointT,CS2MET_150_vaporPressure,CS2MET_150_vaporPDeficit
2/1/2011,82,-0.7,96.4,0,0,-1.2,5.6,0.2
2/2/2011,76,-1.1,95.5,0,0,-1.8,5.4,0.3
2/3/2011,70,1.5,97.8,0,0,1.1,6.6,0.2
2/4/2011,67,4.3,99.4,1.3,2.1,4.3,8.3,0.1
2/5/2011,80,7,100,6.9,7.3,7,10,0
2/6/2011,83,6.7,100,0.8,0.8,6.7,9.8,0
2/7/2011,85,3.4,100,13,12.3,3.4,7.8,0
2/8/2011,80,1,100,4.3,3.8,1,6.6,0
2/9/2011,73,-1.1,100,0,0.2,-1.1,5.6,0
2/10/2011,68,-0.1,100,0,0.5,-0.1,6.1,0
2/11/2011,65,2.6,100,0,0.4,2.6,7.4,0
2/12/2011,63,3.7,99.8,9.9,9.3,3.7,8,0
2/13/2011,68,5.7,100,2,3,5.7,9.2,0
2/14/2011,73,3.7,100,30,29,3.7,8,0
2/15/2011,107,-0.5,100,53.8,54.1,-0.5,5.9,0
2/16/2011,108,-0.4,100,10.7,9.6,-0.4,5.9,0
2/17/2011,97,-0.3,100,4.1,2.4,-0.3,6,0
2/18/2011,87,-0.2,100,1.3,1.6,-0.2,6,0
2/19/2011,81,-0.1,100,0,0.3,-0.1,6.1,0
2/20/2011,74,-0.2,100,3.3,3.2,-0.2,6,0
2/21/2011,68,-0.3,100,1,1.6,-0.3,6,0
2/22/2011,67,-0.3,100,12.2,14.4,-0.3,6,0
2/23/2011,65,-0.6,100,16,16.3,-0.6,5.8,0
2/24/2011,62,-2.5,99.7,11.4,9.2,-2.5,5.1,0
2/25/2011,57,-7,98.4,0,0,-7.2,3.6,0.1
2/26/2011,55,-6.8,96.5,0,0,-7.2,3.6,0.1
2/27/2011,53,-1.5,99.7,1.5,1.6,-1.6,5.4,0
2/28/2011,65,0.2,100,32.5,32.9,0.2,6.2,0
3/1/2011,112,0.6,100,3.8,3.6,0.6,6.4,0
3/2/2011,124,0.7,100,11.4,11.9,0.7,6.4,0
3/3/2011,124,0.1,100,10.7,11.5,0.1,6.2,0
3/4/2011,127,1,100,22.1,22.4,1,6.6,0
3/5/2011,218,1.6,100,7.1,7.3,1.6,6.9,0
3/6/2011,203,1,100,0,0,1,6.6,0
3/7/2011,163,0.9,99.8,1.8,2.1,0.9,6.5,0
3/8/2011,166,0.7,100,38.4,37.5,0.7,6.4,0
3/9/2011,225,2.7,100,1.3,1.5,2.7,7.4,0
3/10/2011,374,2.2,100,43.9,42.7,2.2,7.2,0
3/11/2011,379,1.5,100,0.5,0.8,1.5,6.8,0
3/12/2011,273,1.2,100,5.1,5,1.2,6.7,0
3/13/2011,236,3,100,13.7,13.6,3,7.6,0
3/14/2011,243,3.5,100,3,2.5,3.5,7.9,0
3/15/2011,308,3.5,100,33.8,36.8,3.5,7.9,0
3/16/2011,402,1,100,27.7,27.6,1,6.6,0
3/17/2011,330,1.5,100,0.8,1.3,1.5,6.8,0
3/18/2011,266,1.7,100,8.9,8.9,1.7,6.9,0
3/19/2011,220,1.1,100,1,1.2,1.1,6.6,0
3/20/2011,184,2.7,100,7.4,7.4,2.7,7.4,0
3/21/2011,175,2.7,100,10.9,10.2,2.7,7.4,0
3/22/2011,162,1.4,100,1.3,1,1.4,6.8,0
3/23/2011,144,2.3,99.8,0,0.4,2.3,7.2,0
3/24/2011,133,2.4,100,4.6,4.4,2.4,7.3,0
3/25/2011,132,1,100,22.9,22,1,6.6,0
3/26/2011,160,1.5,100,23.6,23.4,1.5,6.8,0
3/27/2011,186,1.6,100,23.6,22.7,1.6,6.9,0
3/28/2011,204,2.4,100,8.9,9,2.4,7.3,0
3/29/2011,253,3.3,100,48.5,49.4,3.3,7.7,0
3/30/2011,491,6.7,100,5.6,5.9,6.7,9.8,0
3/31/2011,564,8.5,100,2.5,3.6,8.5,11.1,0
4/1/2011,514,8.9,99.5,2.5,1,8.8,11.3,0.1
4/2/2011,469,2.5,99.7,11.7,11.3,2.5,7.3,0
4/3/2011,343,2.5,99.2,0.3,0.6,2.4,7.3,0.1
4/4/2011,278,5.1,100,30.5,29.4,5.1,8.8,0
4/5/2011,441,3.9,99.6,8.6,7.9,3.8,8,0
4/6/2011,363,0.8,100,34.3,35,0.8,6.5,0
4/7/2011,297,0.4,99.9,1.5,1.1,0.4,6.3,0
4/8/2011,239,1.1,99.7,0,0.2,1,6.6,0
4/9/2011,198,3.4,95.3,0,0,2.7,7.4,0.5
4/10/2011,169,5.2,97.3,4.1,3.2,4.8,8.6,0.3
4/11/2011,176,3.3,99.7,13.7,13.9,3.3,7.7,0
4/12/2011,162,3.6,97.8,0.8,0.1,3.3,7.7,0.2
4/13/2011,147,2.8,99.8,8.6,8,2.7,7.4,0
4/14/2011,145,2.5,100,16.8,17.1,2.5,7.3,0
4/15/2011,226,5.4,100,40.1,40.1,5.4,9,0
4/16/2011,640,7.4,100,29,28.4,7.4,10.3,0
4/17/2011,702,6,98.8,0,0,5.8,9.2,0.1
4/18/2011,441,2.6,88,0,0,0.5,6.3,1.1
4/19/2011,311,2.6,88.4,0,0,0.6,6.4,1.3
4/20/2011,240,4.4,91.6,1.8,1.5,3,7.6,0.9
4/21/2011,195,3,94,1.5,1.8,2.1,7.1,0.5
4/22/2011,162,3.8,88.3,0,0,1.8,7,1.4
4/23/2011,142,6.5,85.4,2.5,2.9,3.8,8,2.1
4/24/2011,143,5.2,99.9,12.2,12.4,5.2,8.8,0
4/25/2011,191,4.5,100,31.5,31.9,4.5,8.4,0
4/26/2011,229,4.1,99.9,14.7,14.6,4.1,8.2,0
4/27/2011,219,5.5,97.2,4.8,4.9,5.1,8.8,0.3
4/28/2011,206,1.8,99.9,19.6,18.9,1.8,7,0
4/29/2011,195,1.9,99.5,14.2,13.7,1.8,7,0
4/30/2011,186,4,95.8,0,0,3.4,7.8,0.4
5/1/2011,170,5.5,91.3,0,0,4.1,8.2,1.1
5/2/2011,163,5.6,96.9,1,1.2,5.1,8.8,0.3
5/3/2011,152,6.1,83.9,0,0,3.1,7.6,2.1
5/4/2011,145,8.2,84.1,0,0,5.2,8.8,2.6
5/5/2011,161,8.7,89.8,0,0,7,10,1.4
5/6/2011,173,7.7,96.4,7.1,6.3,7.1,10.1,0.4
5/7/2011,191,6.7,99.8,3.3,3.6,6.7,9.8,0
5/8/2011,198,4.7,99.8,7.6,7.8,4.7,8.5,0
5/9/2011,178,6.4,97.9,0.8,0.9,6.1,9.4,0.2
5/10/2011,164,9.6,91,0,0,8,10.7,1.6
5/11/2011,181,8.3,95.4,12.4,12.3,7.5,10.4,0.7
5/12/2011,222,7.2,92.4,0.5,1,5.9,9.3,1
5/13/2011,199,9.5,87.8,0,0,7.3,10.2,2.2
5/14/2011,193,8.7,91.6,0,0,7.4,10.3,1
5/15/2011,181,6.9,93.7,7.9,7.5,5.9,9.3,0.7
5/16/2011,175,6.6,92.1,1.3,1.7,5.2,8.8,1
5/17/2011,162,6.8,97.5,4.3,4.4,6.4,9.6,0.3
5/18/2011,172,8.2,96.4,2.3,1.9,7.6,10.4,0.5
5/19/2011,182,9.3,87.8,0,0,7.1,10.1,1.9
5/20/2011,173,10.1,81,3.3,2.8,6.1,9.4,3.9
5/21/2011,177,8.5,100,2.5,2.4,8.5,11.1,0
5/22/2011,162,8.6,89.4,1,0.6,6.9,10,1.3
5/23/2011,145,7.6,95.1,2.3,2.4,6.8,9.9,0.6
5/24/2011,135,11,80.3,0,0,6.9,10,3.6
5/25/2011,161,7,99.4,19.8,19.6,6.9,10,0.1
5/26/2011,169,6,99.9,13.2,13.5,6,9.4,0
5/27/2011,261,5.4,99.9,39.1,39.7,5.4,9,0
5/28/2011,301,5.1,99,4.3,4.6,4.9,8.7,0.1
5/29/2011,244,6.1,100,2.3,2.4,6.1,9.4,0
5/30/2011,213,8,98.4,9.7,9.3,7.7,10.5,0.2
5/31/2011,212,7.7,98.2,9.9,9.1,7.4,10.3,0.3
6/1/2011,209,6.5,99.1,10.9,10.7,6.4,9.6,0.1
6/2/2011,209,7.3,98.8,2.8,3.3,7.1,10.1,0.2
6/3/2011,196,10.7,85.7,0,0,7.8,10.6,2.8
6/4/2011,198,14.6,76,0,0,9.4,11.8,5.6
6/5/2011,216,13.8,93.3,3.3,2.9,12.7,14.7,1.2
6/6/2011,221,11.6,98.3,1.3,1.2,11.3,13.4,0.3
6/7/2011,195,11,86.2,0,0,8.6,11.2,2
6/8/2011,168,10.6,81.1,0,0,7.1,10.1,2.9
6/9/2011,148,12.8,81.8,0,0,9.1,11.6,4.2
6/10/2011,145,14.2,81.6,0,0,10.8,13,3.6
6/11/2011,139,13,80.4,0,0,9.3,11.7,3.7
6/12/2011,129,11.6,90.4,8.4,8.1,9.7,12,1.9
6/13/2011,144,13.3,89.2,0.5,0.7,11.3,13.4,2.2
6/14/2011,132,13.8,78.4,0,0,9.4,11.8,4.5
6/15/2011,118,11.5,72.8,0,0,6.2,9.5,4.3
6/16/2011,105,11.2,78.1,0,0,6.9,10,4.2
6/17/2011,96,12.9,77,0,0,8.1,10.8,5.2
6/18/2011,96,10.6,96.6,6.6,7,10.1,12.4,0.4
6/19/2011,104,13.1,92.6,0,0,11.8,13.8,1.4
6/20/2011,97,16.6,83,0,0,13.2,15.2,4.5
6/21/2011,96,17.2,81.8,0,0,13.4,15.4,5.4
6/22/2011,96,16.8,83.1,0,0,13.5,15.5,4.6
6/23/2011,87,12.2,75.9,0,0,7.8,10.6,3.7
6/24/2011,73,12.1,74.8,0,0,7.1,10.1,4.6
6/25/2011,66,13,73.2,0,0,7.2,10.2,6.1
6/26/2011,62,14.7,74,0,0,9.3,11.7,6.1
6/27/2011,60,16.9,80.6,1.3,1.5,13.2,15.2,4.8
6/28/2011,65,15,98.9,12.7,12.4,14.8,16.8,0.2
6/29/2011,60,13.9,95.2,1,0.3,13.1,15.1,0.8
6/30/2011,55,12.4,88,0,0,10.2,12.4,2.1
7/1/2011,50,14.5,84.2,0,0,11.3,13.4,4.3
7/2/2011,48,17.1,80.7,0,0,13.1,15.1,5.7
7/3/2011,46,16.1,77.8,0,0,11.4,13.5,5.9
7/4/2011,44,17.15,77.6,0,0,12.05,14.1,6.4
7/5/2011,41,18.2,74.6,0,0,12.7,14.7,7.7
7/6/2011,40,19.2,76,0,0,14.2,16.2,7.3
7/7/2011,39,16.3,78.4,0,0,12.1,14.1,4.8
7/8/2011,37,15.2,74.9,0,0,10.1,12.4,6
7/9/2011,35,15,72.8,0,0,9.2,11.6,6.5
7/10/2011,33,15.8,71,0,0,9.8,12.1,7
7/11/2011,32,14.6,80.2,0,0,11,13.1,3.9
7/12/2011,32,13.2,94.2,2.8,3,12.3,14.3,0.9
7/13/2011,33,14.3,81.9,0,0,10.8,13,3.8
7/14/2011,31,15.4,75.1,0,0,10.4,12.6,5.4
7/15/2011,29,16.2,76.2,0,0,11.2,13.3,6.3
7/16/2011,31,15,96.1,5.3,5.3,14.4,16.4,0.7
7/17/2011,30,13.6,99.3,1.8,1.9,13.4,15.4,0.1
7/18/2011,29,15,97.1,3.8,3.8,14.5,16.5,0.6
7/19/2011,49,13.1,99.5,21.1,22,13.1,15.1,0.1
7/20/2011,39,14.5,93,0,0,13.2,15.2,1.6
7/21/2011,33,14.2,91.6,0,0,12.7,14.7,1.7
7/22/2011,32,15.6,86.2,0,0,12.9,14.9,3.4
7/23/2011,29,16.8,84.4,0,0,13.8,15.8,4.4
7/24/2011,28,19.2,80.1,0,0,15.2,17.3,6.1
7/25/2011,28,16.2,82.2,0,0,13,15,3.6
7/26/2011,27,15.9,80.6,0,0,12.1,14.1,4.7
7/27/2011,26,15.6,82.2,0,0,12.1,14.1,4.3
7/28/2011,25,17,82.6,0,0,13.6,15.6,4.8
7/29/2011,25,18.4,81.6,0,0,14.7,16.7,5.5
7/30/2011,24,18.4,80.5,0,0,14.6,16.6,5.6
7/31/2011,23,18.2,78.2,0,0,13.8,15.8,6.3
8/1/2011,23,18.8,80.5,0,0,14.9,16.9,5.8
8/2/2011,23,18,80.1,0,0,14.1,16.1,5.4
8/3/2011,22,17.6,79,0,0,13.4,15.4,5.7
8/4/2011,22,17.9,80.8,0,0,14.2,16.2,5.1
8/5/2011,21,18,81.9,0,0,14.5,16.5,4.6
8/6/2011,21,17.4,82.6,0,0,14,16,4.8
8/7/2011,20,17.6,82.2,0,0,14.1,16.1,4.8
8/8/2011,20,16.1,84.9,0,0,13.3,15.3,3.7
8/9/2011,20,16.3,79.7,0,0,12.5,14.5,4.5
8/10/2011,19,15.2,76.9,0,0,10.5,12.7,5.4
8/11/2011,19,15.5,75.4,0,0,10.7,12.9,5.9
8/12/2011,19,16.9,79.7,0,0,13,15,5.2
8/13/2011,19,15.3,83.4,0,0,12.3,14.3,3.7
8/14/2011,18,16.8,77.6,0,0,12.5,14.5,5.1
8/15/2011,18,15.7,78.2,0,0,11.4,13.5,5
8/16/2011,18,16.5,80.5,0,0,12.8,14.8,4.9
8/17/2011,18,16.6,74.4,0,0,11.4,13.5,6.2
8/18/2011,17,15.3,72.7,0,0,10,12.3,6.1
8/19/2011,17,16.3,81,0,0,12.8,14.8,4.6
8/20/2011,16,18.7,76.5,0,0,13.9,15.9,6.9
8/21/2011,16,19.6,76.5,0,0,15.1,17.2,6.5
8/22/2011,16,18.2,76.8,0,0,13.6,15.6,5.9
8/23/2011,16,18.2,78.8,0,0,14.1,16.1,5.7
8/24/2011,16,18.8,87.6,0.5,0.3,16.5,18.8,3.5
8/25/2011,16,20.5,84.7,0,0,17.6,20.1,4.5
8/26/2011,15,19.9,82.3,0,0,16.6,18.9,5
8/27/2011,15,19.8,83,0,0,16.6,18.9,4.9
8/28/2011,15,18.6,80.7,0,0,15,17.1,5.1
8/29/2011,15,15.6,85.4,0,0,13,15,3.2
8/30/2011,15,15,78.8,0,0,11.1,13.2,4.1
8/31/2011,14,12.3,75.3,0,0,7.9,10.7,3.8
9/1/2011,14,11.8,84.1,0,0,8.9,11.4,3
9/2/2011,14,14.1,83.3,0,0,11.1,13.2,3.5
9/3/2011,14,15.9,66.1,0,0,8.7,11.3,8
9/4/2011,14,17.1,66.8,0,0,10.4,12.6,8
9/5/2011,14,17.5,73.5,0,0,12.3,14.3,6.5
9/6/2011,14,17.5,77.5,0,0,13.2,15.2,5.6
9/7/2011,13,18.9,74.5,0,0,13.8,15.8,7
9/8/2011,13,20,76.4,0,0,15.5,17.6,6.3
9/9/2011,13,19.2,82.5,0,0,16,18.2,4.7
9/10/2011,13,18.5,69.2,0,0,11.7,13.8,8.6
9/11/2011,13,18.8,69.5,0,0,12.7,14.7,8
9/12/2011,13,17.5,81,0,0,13.9,15.9,4.5
9/13/2011,13,16.7,85.5,0,0,14.1,16.1,3.3
9/14/2011,13,15,89.9,0,0,13.3,15.3,1.8
9/15/2011,13,13.9,84.1,0,0,11.1,13.2,2.7
9/16/2011,13,11.7,84.5,0,0,8.9,11.4,2.6
9/17/2011,13,12.7,83.1,0,0,9.7,12,3
9/18/2011,13,15.2,80,0,0,11.6,13.7,3.9
9/19/2011,13,14.7,84.7,0,0,12,14,3
9/20/2011,13,14.6,81.7,0,0,11.1,13.2,3.9
9/21/2011,13,15.2,78.8,0,0,11.1,13.2,4.7
9/22/2011,13,15.1,76.4,0,0,10.7,12.9,4.9
9/23/2011,12,15.5,76.8,0,0,11.1,13.2,5.1
9/24/2011,12,16.4,76.3,0,0,11.8,13.8,5.5
9/25/2011,13,12.2,95.3,5.3,5.4,11.5,13.6,0.7
9/26/2011,14,12.1,97.7,0,0,11.8,13.8,0.4
9/27/2011,13,12,98.7,3,2.6,11.8,13.8,0.2
9/28/2011,13,10.5,94.2,0,0,9.6,12,0.9
9/29/2011,13,13.5,86.7,0,0,11.1,13.2,2.8
9/30/2011,12,14.4,88.5,0,0,12.4,14.4,2.2
10/1/2011,12,13.4,89,0,0,11.6,13.7,1.8
10/2/2011,13,12.1,99.8,0,7.9,12.1,14.1,0
10/3/2011,14,10.4,99.9,7.9,10.3,10.4,12.6,0
10/4/2011,17,9.3,100,9.9,15.5,9.3,11.7,0
10/5/2011,21,6.9,99.9,0,10.9,6.8,9.9,0
10/6/2011,17,7.4,100,0,2.1,7.4,10.3,0
10/7/2011,15,9.5,100,0,2.2,9.5,11.9,0
10/8/2011,14,9.9,100,0,0,9.9,12.2,0
10/9/2011,14,11.2,99.8,0,0.4,11.1,13.2,0
10/10/2011,26,11.1,100,0,31.7,11.1,13.2,0
10/11/2011,39,9.8,100,77,14,9.8,12.1,0
10/12/2011,26,8.8,100,0,0,8.8,11.3,0
10/13/2011,19,9,99.9,0,0,9,11.5,0
10/14/2011,17,12,99.5,0,0.2,12,14,0.1
10/15/2011,15,13.4,99,1.8,1.7,13.2,15.2,0.2
10/16/2011,16,11.3,100,4.6,4.4,11.3,13.4,0
10/17/2011,15,7.2,99.5,0,0,7.1,10.1,0.1
10/18/2011,15,9.3,97.7,0,0,9,11.5,0.4
10/19/2011,14,9.6,98.3,0,0,9.4,11.8,0.2
10/20/2011,14,9.5,97.9,0,0,9.2,11.6,0.3
10/21/2011,14,11.1,97.3,0,0,10.7,12.9,0.4
10/22/2011,14,10.7,98.3,0,0,10.5,12.7,0.3
10/23/2011,13,10.9,98.3,0,0,10.7,12.9,0.3
10/24/2011,13,6.5,93.3,0,0,5.4,9,0.7
10/25/2011,13,2.5,95.5,0,0,1.8,7,0.4
10/26/2011,13,3.5,91.9,0,0,2.3,7.2,0.8
10/27/2011,13,3.7,95.6,0,0,3,7.6,0.4
10/28/2011,13,5.7,96.1,9.9,9.7,5.1,8.8,0.5
10/29/2011,17,10.2,100,4.6,4.9,10.2,12.4,0
10/30/2011,16,11.9,100,9.7,9.9,11.9,13.9,0
10/31/2011,20,6.1,100,0,0.6,6.1,9.4,0
11/1/2011,17,1.9,100,0,0,1.9,7,0
11/2/2011,16,2.5,99.3,0,0.2,2.4,7.3,0.1
11/3/2011,17,2.6,100,6.4,6.9,2.6,7.4,0
11/4/2011,16,2.1,100,0,0.1,2.1,7.1,0
11/5/2011,16,2.7,100,9.7,10.3,2.7,7.4,0
11/6/2011,17,3.7,100,0,0.5,3.7,8,0
11/7/2011,16,4.2,100,1.5,1.5,4.2,8.3,0
11/8/2011,16,4.3,100,0,0.2,4.3,8.3,0
11/9/2011,15,4.7,100,0,0,4.7,8.5,0
11/10/2011,15,3.2,99.8,0,0,3.1,7.6,0
11/11/2011,15,3.2,98.8,4.8,5,3,7.6,0.1
11/12/2011,17,4.1,100,12.4,11.9,4.1,8.2,0
11/13/2011,23,5.6,100,4.6,4.7,5.6,9.1,0
11/14/2011,27,5.6,100,11.7,11.5,5.6,9.1,0
11/15/2011,29,4.8,100,0.8,0.1,4.8,8.6,0
11/16/2011,37,4.4,100,41.1,41.5,4.4,8.4,0
11/17/2011,194,4.7,100,38.9,37.9,4.7,8.5,0
11/18/2011,111,0.2,100,27.9,27.2,0.2,6.2,0
11/19/2011,71,0.2,100,11.9,10.9,0.2,6.2,0
11/20/2011,52,-0.7,100,0,0,-0.7,5.8,0
11/21/2011,62,1.1,100,25.7,26.5,1.1,6.6,0
11/22/2011,328,4,100,24.1,24.4,4,8.1,0
11/23/2011,237,4.3,100,13,12.3,4.3,8.3,0
11/24/2011,183,2.4,100,23.4,23.4,2.4,7.3,0
11/25/2011,201,2.8,100,1.8,1.5,2.8,7.5,0
11/26/2011,141,4.3,100,0,0.4,4.3,8.3,0
11/27/2011,121,4.7,100,4.6,4.8,4.7,8.5,0
11/28/2011,116,6.2,100,0.5,0.7,6.2,9.5,0
11/29/2011,101,4.7,100,0.5,0.7,4.7,8.5,0
11/30/2011,92,3.4,100,5.6,5.8,3.4,7.8,0
12/1/2011,80,0.2,100,0,0.1,0.2,6.2,0
12/2/2011,71,0,100,0,0,0,6.1,0
12/3/2011,64,-0.4,100,0,0,-0.4,5.9,0
12/4/2011,57,-1.7,100,0,0,-1.7,5.4,0
12/5/2011,52,-1.8,100,0,0.1,-1.8,5.4,0
12/6/2011,48,-1.4,100,0,0.3,-1.4,5.5,0
12/7/2011,45,-1.1,100,0,0,-1.1,5.6,0
12/8/2011,43,-0.9,100,0,0.2,-0.9,5.7,0
12/9/2011,41,-0.2,99.4,0,0,-0.3,6,0
12/10/2011,39,-0.7,99.8,0,0,-0.8,5.8,0
12/11/2011,38,0.4,100,0,0,0.4,6.3,0
12/12/2011,36,-1.6,96.3,0,0,-2.1,5.2,0.2
12/13/2011,35,-2.7,98.2,0,0,-3,4.9,0.1
12/14/2011,34,-1.5,99.3,3.8,3.5,-1.6,5.4,0
12/15/2011,34,1.6,100,1.5,1.2,1.6,6.9,0
12/16/2011,32,0.5,100,0,0,0.5,6.3,0
12/17/2011,31,1.3,100,0,0.3,1.3,6.7,0
12/18/2011,31,1.3,100,0.5,0.4,1.3,6.7,0
12/19/2011,31,0.3,100,0,0,0.3,6.2,0
12/20/2011,30,0.3,100,0,0,0.3,6.2,0
12/21/2011,29,-1.1,100,0,0,-1.1,5.6,0
12/22/2011,29,-2.7,97.5,0,0,-3,4.9,0.2
12/23/2011,28,-1.7,97.8,0,0,-2.1,5.2,0.1
12/24/2011,27,-0.3,98.9,0,0,-0.5,5.9,0.1
12/25/2011,29,1.1,100,8.4,9.2,1.1,6.6,0
12/26/2011,29,1.4,100,0.8,0.7,1.4,6.8,0
12/27/2011,32,3.1,100,37.1,36.6,3.1,7.6,0
12/28/2011,749,8,100,109.2,108.4,8,10.7,0
12/29/2011,1080,7.2,100,62.7,60.9,7.2,10.2,0
12/30/2011,1920,4.8,100,48.5,50,4.8,8.6,0
12/31/2011,694,0.8,100,0,0.2,0.8,6.5,0
1/1/2012,348,2.4,100,0,0.6,2.4,7.3,0
1/2/2012,228,4,100,0,1.2,4,8.1,0
1/3/2012,164,4.7,100,0,0,4.7,8.5,0
1/4/2012,127,3.9,100,0,2.7,3.9,8.1,0
1/5/2012,113,4.4,100,2.3,3.3,4.4,8.4,0
1/6/2012,96,1,100,3.8,1,1,6.6,0
1/7/2012,84,1.4,100,1,0.7,1.4,6.8,0
1/8/2012,75,0.6,100,0,0.3,0.6,6.4,0
1/9/2012,68,1.9,100,0.5,0.2,1.9,7,0
1/10/2012,63,1.7,100,2.5,1.5,1.7,6.9,0
1/11/2012,58,-0.9,100,0,0,-0.9,5.7,0
1/12/2012,54,-1.3,100,0,0.1,-1.3,5.6,0
1/13/2012,50,-0.2,99.8,0,0,-0.2,6,0
1/14/2012,48,0.2,100,3,3.3,0.2,6.2,0
1/15/2012,47,-1,99.9,13.5,15.6,-1,5.7,0
1/16/2012,44,-1.7,99.2,4.1,4.8,-1.8,5.4,0
1/17/2012,46,-0.5,100,31.2,39.3,-0.5,5.9,0
1/18/2012,257,-0.1,100,136.4,130.7,-0.1,6.1,0
1/19/2012,1810,1.8,100,90.9,89.8,1.8,7,0
1/20/2012,1230,2.1,100,21.3,20.4,2.1,7.1,0
1/21/2012,818,1.7,100,37.1,35.4,1.7,6.9,0
1/22/2012,454,0.6,100,11.9,11.5,0.6,6.4,0
1/23/2012,315,0.6,100,0,0,0.6,6.4,0
1/24/2012,679,0.5,100,81,87.6,0.5,6.3,0
1/25/2012,1280,5.5,100,19.6,19.4,5.5,9,0
1/26/2012,916,2.3,100,24.4,22.7,2.3,7.2,0
1/27/2012,493,-1.3,100,0,0,-1.3,5.6,0
1/28/2012,294,-0.8,100,0,0,-0.8,5.8,0
1/29/2012,221,2.7,100,28.2,27.6,2.7,7.4,0
1/30/2012,290,4.2,100,0.8,0.7,4.2,8.3,0
1/31/2012,217,3.5,100,0.3,0.1,3.5,7.9,0
2/1/2012,190,3.2,100,19.3,18.9,3.2,7.7,0
2/2/2012,158,1.3,100,0,0,1.3,6.7,0
2/3/2012,130,0.7,100,0,0.2,0.7,6.4,0
2/4/2012,107,0.8,99,0,0,0.7,6.4,0.1
2/5/2012,91,1.1,98,0,0,0.8,6.5,0.2
2/6/2012,80,0.9,96.3,0,0,0.4,6.3,0.3
2/7/2012,71,2.2,97.9,1,2,1.9,7,0.2
2/8/2012,74,4.5,100,23.9,23.1,4.5,8.4,0
2/9/2012,89,6.4,100,0,0.8,6.4,9.6,0
2/10/2012,97,6.7,100,14.2,13.2,6.7,9.8,0
2/11/2012,114,4.3,100,1,0.5,4.3,8.3,0
2/12/2012,100,1.6,100,0,0,1.6,6.9,0
2/13/2012,87,2.7,99.7,0,0.3,2.7,7.4,0
2/14/2012,77,0.7,100,7.1,8.6,0.7,6.4,0
2/15/2012,67,0.1,100,0.8,0.8,0.1,6.2,0
2/16/2012,61,2.2,100,2,2.1,2.2,7.2,0
2/17/2012,63,4.9,100,16.3,15.2,4.9,8.7,0
2/18/2012,80,1.1,100,16.3,16.4,1.1,6.6,0
2/19/2012,74,0.4,100,4.8,4.7,0.4,6.3,0
2/20/2012,106,1.7,100,37.3,36.3,1.7,6.9,0
2/21/2012,276,5.8,100,9.9,10.8,5.8,9.2,0
2/22/2012,525,5.6,100,25.7,25.3,5.6,9.1,0
2/23/2012,472,1.7,100,1.5,1.3,1.7,6.9,0
2/24/2012,333,2.1,100,17.3,17.2,2.1,7.1,0
2/25/2012,276,-0.1,100,28.7,28.7,-0.1,6.1,0
2/26/2012,224,0,99.9,1.5,1.6,0,6.1,0
2/27/2012,190,-0.7,100,0,0,-0.7,5.8,0
2/28/2012,167,-0.1,99.8,15.2,15,-1.2,5.6,0
2/29/2012,153,-0.2,100,20.6,24.1,-0.3,6,0
3/1/2012,138,0,99.5,18.8,9.3,-0.1,6.1,0
3/2/2012,122,0.3,100,0.5,0.3,0.3,6.2,0
3/3/2012,122,1,100,1.3,0.6,1,6.6,0
3/4/2012,135,1,100,0,0,1,6.6,0
3/5/2012,157,0.2,100,26.7,23.3,0.2,6.2,0
3/6/2012,170,-0.8,99.9,5.1,3.9,-0.8,5.8,0
3/7/2012,149,-1.1,99.6,0,0.1,-1.2,5.6,0
3/8/2012,140,0.9,99.5,0,0,0.8,6.5,0.1
3/9/2012,155,1.5,97.5,0,0,1.2,6.7,0.2
3/10/2012,177,2.8,100,2.5,2.8,2.8,7.5,0
3/11/2012,221,1,100,22.9,22.6,1,6.6,0
3/12/2012,213,1.3,100,9.4,9.5,1.3,6.7,0
3/13/2012,216,0.5,100,11.9,11.9,0.5,6.3,0
3/14/2012,206,0.9,100,28.2,28.2,0.8,6.5,0
3/15/2012,487,3.3,100,42.4,41.9,3.3,7.7,0
3/16/2012,743,3.3,100,15,14.4,3.3,7.7,0
3/17/2012,501,1.4,100,11.2,10,1.4,6.8,0
3/18/2012,359,0.2,99.7,4.6,4.8,0.1,6.2,0
3/19/2012,273,-0.4,99.2,13.7,14.1,-0.5,5.9,0.1
3/20/2012,354,0.3,100,67.6,65.7,0.3,6.2,0
3/21/2012,525,-0.1,100,76.5,73.4,-0.1,6.1,0
3/22/2012,552,0.7,100,5.6,3.6,0.7,6.4,0
3/23/2012,388,1.2,100,0.5,1.1,1.2,6.7,0
3/24/2012,300,2.5,98.9,0,0,2.3,7.2,0.1
3/25/2012,264,2.5,99.7,1.3,2,2.5,7.3,0
3/26/2012,233,2.7,99,0,0.2,2.6,7.4,0.1
3/27/2012,211,3.9,100,5.1,7.9,3.9,8.1,0
3/28/2012,209,4,100,3,3.2,4,8.1,0
3/29/2012,279,5.1,100,43.2,43.4,5.1,8.8,0
3/30/2012,1670,5,100,70.4,69.5,5,8.7,0
3/31/2012,1130,3.5,100,21.3,21.1,3.5,7.9,0
4/1/2012,652,1.6,100,24.9,24.6,1.6,6.9,0
4/2/2012,469,3.6,100,0,0.8,3.6,7.9,0
