DateTime,GSLOOK_discharge,CS2MET_150_AirTemp,CS2MET_150_humidity,CS2MET_260_precip,CS2MET_250_precip,CS2MET_150_dewPointT,CS2MET_150_vaporPressure,CS2MET_150_vaporPDeficit
10/12/2014,9.2,9.7,97.1,0.004217173,0.1,9.2,11.6,0.4
10/13/2014,8.8,9,92.4,0.004217173,0.3,7.8,10.6,1.1
10/14/2014,9.9,9.8,98.7,8.61253595,8,9.6,12,0.1
10/15/2014,16,8.4,99.4,19.91743651,20.3,8.4,11,0.1
10/16/2014,16,7.6,99.5,0.004217173,0.2,7.5,10.4,0.1
10/17/2014,12,9.7,99.7,4.152804536,4.3,9.6,12,0
10/18/2014,12,11.2,99.7,2.597084275,2.8,11.1,13.2,0
10/19/2014,11,9.6,99.6,0.004217173,0.2,9.6,12,0
10/20/2014,14,9.1,99.7,19.60629246,19.1,9,11.5,0
10/21/2014,24,8.1,99.5,12.03512052,12.8,8,10.7,0.1
10/22/2014,28,9,99.8,48.12783058,48.2,9,11.5,0
10/23/2014,107,9,99.8,15.97627852,15.4,9,11.5,0
10/24/2014,44,8,99.8,6.538242269,6.3,7.9,10.7,0
10/25/2014,31,8.1,99.7,16.49485194,16.5,8,10.7,0
10/26/2014,80,5.7,99.6,26.65889098,26.3,5.7,9.2,0
10/27/2014,74,5.9,99.7,0.004217173,0.2,5.9,9.3,0
10/28/2014,61,6.8,99.8,24.5845973,25,6.8,9.9,0
10/29/2014,86,9.1,99.9,0.522790593,0.5,9.1,11.6,0
10/30/2014,58,9.8,99.9,30.18519023,30.2,9.8,12.1,0
10/31/2014,170,6.8,99.7,18.25800157,18.3,6.7,9.8,0
11/1/2014,108,4.6,99.5,1.559937434,1.8,4.5,8.4,0
11/2/2014,73,5.3,99.5,2.389654907,2.5,5.3,8.9,0
11/3/2014,61,6.5,99.8,6.745671637,6.6,6.5,9.7,0
11/4/2014,98,8,100,27.90346719,26.3,8,10.7,0
11/5/2014,110,9.4,100,0.004217173,0.2,9.4,11.8,0
11/6/2014,85,7.7,100,6.019668849,5.4,7.7,10.5,0
11/7/2014,71,4.4,100,0.004217173,0,4.4,8.4,0
11/8/2014,59,4.4,100,0.004217173,0.5,4.4,8.4,0
11/9/2014,52,4.9,100,3.634231115,3.7,4.9,8.7,0
11/10/2014,47,2.5,100,0.315361225,0.1,2.5,7.3,0
11/11/2014,42,-1.1,92.7,0.004217173,0,-2.2,5.2,0.4
11/12/2014,37,-2,81.8,0.004217173,0,-4.8,4.3,0.9
11/13/2014,118,-0.8,99.1,78.93109174,73.3,-0.9,5.7,0.1
11/14/2014,496,2.8,100,27.48860845,0,2.8,7.5,0
11/15/2014,252,-3.3,98.6,0.004217173,0,-3.5,4.7,0.1
11/16/2014,158,-3.8,96.1,0.004217173,0.2,-4.3,4.4,0.2
11/17/2014,115,-2.6,97.1,0.004217173,0,-3,4.9,0.2
11/18/2014,92,-1.2,98.7,0.004217173,0,-1.4,5.5,0.1
11/19/2014,79,2.6,97.9,9.649682791,9.7,2.3,7.2,0.2
11/20/2014,83,5.3,100,5.708524796,5.9,5.3,8.9,0
11/21/2014,199,5.5,100,84.94654342,86.3,5.5,9,0
11/22/2014,666,4.5,100,25.10317072,24.3,4.5,8.4,0
11/23/2014,380,4.3,100,5.501095428,6.1,4.3,8.3,0
11/24/2014,261,4.6,100,7.264245057,7.3,4.6,8.5,0
11/25/2014,283,7.8,100,12.44997926,13,7.8,10.6,0
11/26/2014,258,6.9,100,0.004217173,0.1,6.9,10,0
11/27/2014,235,6.6,100,30.80747834,32,6.6,9.7,0
11/28/2014,533,6.1,100,65.5518975,66.9,6.1,9.4,0
11/29/2014,821,0.1,100,9.338538739,8.6,0.1,6.2,0
11/30/2014,395,-3,100,0.004217173,0,-3,4.9,0
12/1/2014,283,-1.2,100,25.93288819,27.8,-1.2,5.6,0
12/2/2014,271,2.2,100,3.634231115,3.7,2.2,7.2,0
12/3/2014,220,2.6,100,6.745671637,6.9,2.6,7.4,0
12/4/2014,205,4.1,100,14.83541699,15.2,4.1,8.2,0
12/5/2014,187,4.3,100,7.264245057,7.8,4.3,8.3,0
12/6/2014,189,3.9,100,6.849386321,6.8,3.9,8.1,0
12/7/2014,161,1.7,100,0.004217173,0,1.7,6.9,0
12/8/2014,137,3.6,100,0.004217173,0.2,3.6,7.9,0
12/9/2014,126,4.9,100,15.35399041,15.7,4.9,8.7,0
12/10/2014,126,5,100,9.442253423,9.7,5,8.7,0
12/11/2014,122,4.3,100,2.597084275,2.5,4.3,8.3,0
12/12/2014,110,2.5,99.9,1.352508066,1,2.5,7.3,0
12/13/2014,98,-0.2,100,0.315361225,0.3,-0.2,6,0
12/14/2014,89,-2.8,100,0.004217173,0.5,-2.8,5,0
12/15/2014,83,-0.2,99.9,1.559937434,1.8,-0.2,6,0
12/16/2014,78,0.5,99.9,2.078510854,2.3,0.5,6.3,0
12/17/2014,74,0.4,99.8,5.501095428,5.8,0.4,6.3,0
12/18/2014,70,1.6,99.7,8.301391898,8.9,1.5,6.8,0
12/19/2014,83,1.2,99.7,15.87256383,16.2,1.2,6.7,0
12/20/2014,520,1.7,99.9,120.9355388,121.4,1.7,6.9,0
12/21/2014,1920,5,99.9,89.30256015,88,5,8.7,0
12/22/2014,1060,3.6,99.9,7.264245057,7.8,3.6,7.9,0
12/23/2014,488,3.7,100,6.538242269,7.4,3.7,8,0
12/24/2014,360,0.3,99.9,22.6140183,25.5,0.3,6.2,0
12/25/2014,289,-1.4,100,6.019668849,6.5,-1.4,5.5,0
12/26/2014,232,-1.5,100,0.315361225,0.4,-1.5,5.5,0
12/27/2014,192,-2.9,100,21.05829804,19,-2.9,4.9,0
12/28/2014,188,-1.9,100,24.48088261,22.2,-1.9,5.3,0
12/29/2014,178,-4.5,98.5,12.96855268,12.8,-4.7,4.3,0.1
12/30/2014,150,-8.3,87.5,0.004217173,0,-10,2.9,0.4
12/31/2014,129,-7,97.9,0.004217173,0,-7.3,3.5,0.1
