DateTime,GSLOOK_discharge,VARMET_450_AirTemp,VARMET_455_precip,VARMET_swe,VARMET_snowDepth
2011-10-12,26.0,6.0,0.2,0.0,3.0
2011-10-13,19.0,8.2,0.0,0.0,0.0
2011-10-14,17.0,12.0,0.0,0.0,0.0
2011-10-15,15.0,11.7,1.9,0.0,0.0
2011-10-16,16.0,8.0,3.5,0.0,0.0
2011-10-17,15.0,11.0,0.3,0.0,0.0
2011-10-18,15.0,13.6,0.0,0.0,0.0
2011-10-19,14.0,7.6,0.0,0.0,0.0
2011-10-20,14.0,9.5,0.0,0.0,0.0
2011-10-21,14.0,7.1,0.0,0.0,0.0
2011-10-22,14.0,9.1,0.0,0.0,0.0
2011-10-23,13.0,9.7,0.0,0.0,0.0
2011-10-24,13.0,2.8,0.4,0.0,0.0
2011-10-25,13.0,2.4,0.0,0.0,0.0
2011-10-26,13.0,4.1,0.0,0.0,0.0
2011-10-27,13.0,7.8,0.0,0.0,0.0
2011-10-28,13.0,7.5,10.2,0.0,0.0
2011-10-29,17.0,7.7,3.2,0.0,0.0
2011-10-30,16.0,9.0,16.0,0.0,0.0
2011-10-31,20.0,1.3,0.6,0.0,0.0
2011-11-01,17.0,1.2,0.5,0.0,1.0
2011-11-02,16.0,7.6,0.0,0.0,0.0
2011-11-03,17.0,-0.9,8.7,0.0,0.0
2011-11-04,16.0,-2.8,0.0,5.0,55.0
2011-11-05,16.0,-1.2,4.9,4.0,40.0
2011-11-06,17.0,-0.4,0.7,9.0,94.0
2011-11-07,16.0,-0.5,1.3,8.0,58.0
2011-11-08,16.0,1.2,0.0,9.0,94.0
2011-11-09,15.0,5.2,0.0,8.0,70.0
2011-11-10,15.0,8.2,0.0,5.0,39.0
2011-11-11,15.0,5.4,4.5,2.0,30.0
2011-11-12,17.0,-1.1,10.6,1.0,19.0
2011-11-13,23.0,0.6,6.2,9.0,90.0
2011-11-14,27.0,0.5,11.3,7.0,63.0
2011-11-15,29.0,-0.3,0.3,9.0,53.0
2011-11-16,37.0,2.6,45.3,6.0,48.0
2011-11-17,194.0,-0.2,38.5,3.0,3.0
2011-11-18,111.0,-3.9,31.5,25.0,207.0
2011-11-19,71.0,-3.2,19.3,60.0,508.0
2011-11-20,52.0,-1.6,0.6,77.0,536.0
2011-11-21,62.0,0.1,24.1,77.0,511.0
2011-11-22,328.0,3.1,21.8,90.0,507.0
2011-11-23,237.0,1.5,15.2,84.0,401.0
2011-11-24,183.0,-1.2,19.5,93.0,378.0
2011-11-25,201.0,-0.9,1.6,113.0,423.0
2011-11-26,141.0,4.9,0.0,114.0,423.0
2011-11-27,121.0,4.8,4.8,113.0,397.0
2011-11-28,116.0,3.2,1.5,113.0,385.0
2011-11-29,101.0,3.0,1.0,107.0,350.0
2011-11-30,92.0,-0.6,7.4,106.0,346.0
2011-12-01,80.0,1.9,0.0,113.0,376.0
2011-12-02,71.0,0.1,0.0,117.0,369.0
2011-12-03,64.0,0.5,0.0,117.0,367.0
2011-12-04,57.0,-0.2,0.0,116.0,366.0
2011-12-05,52.0,3.9,0.0,133.0,363.0
2011-12-06,48.0,5.3,0.0,124.0,357.0
2011-12-07,45.0,4.9,0.0,115.0,356.0
2011-12-08,43.0,5.1,0.0,114.0,374.0
2011-12-09,41.0,8.7,0.0,114.0,364.0
2011-12-10,39.0,3.4,0.0,114.0,361.0
2011-12-11,38.0,-2.6,0.0,114.0,369.0
2011-12-12,36.0,-4.1,0.0,112.0,368.0
2011-12-13,35.0,0.7,0.0,124.0,361.0
2011-12-14,34.0,0.7,1.8,110.0,360.0
2011-12-15,34.0,-0.3,2.4,111.0,365.0
2011-12-16,32.0,4.6,0.0,114.0,417.0
2011-12-17,31.0,10.1,0.0,120.0,396.0
2011-12-18,31.0,1.5,0.1,124.0,382.0
2011-12-19,31.0,2.1,0.0,117.0,377.0
2011-12-20,30.0,2.2,0.0,115.0,368.0
2011-12-21,29.0,-2.2,0.0,112.0,365.0
2011-12-22,29.0,3.4,0.0,122.0,364.0
2011-12-23,28.0,4.1,0.0,105.0,363.0
2011-12-24,27.0,7.8,0.0,108.0,366.0
2011-12-25,29.0,2.1,10.0,121.0,359.0
2011-12-26,29.0,-1.5,0.8,131.0,416.0
2011-12-27,32.0,1.4,35.8,132.0,412.0
2011-12-28,749.0,5.6,102.4,143.0,387.0
2011-12-29,1080.0,3.9,56.4,119.0,269.0
2011-12-30,1920.0,0.1,47.6,111.0,204.0
2011-12-31,694.0,-2.7,0.3,111.0,391.0
2012-01-01,348.0,4.3,0.1,109.0,373.0
2012-01-02,228.0,5.0,1.0,110.0,334.0
2012-01-03,164.0,4.7,0.0,110.0,306.0
2012-01-04,127.0,7.7,2.7,108.0,293.0
2012-01-05,113.0,-0.5,5.9,107.0,253.0
2012-01-06,96.0,-2.7,2.4,105.0,263.0
2012-01-07,84.0,-0.5,1.0,102.0,316.0
2012-01-08,75.0,5.8,0.0,98.0,305.0
2012-01-09,68.0,6.3,0.0,98.0,296.0
2012-01-10,63.0,-0.6,1.9,102.0,298.0
2012-01-11,58.0,-0.3,0.0,104.0,285.0
2012-01-12,54.0,4.3,0.0,113.0,304.0
2012-01-13,50.0,9.1,0.0,89.0,300.0
2012-01-14,48.0,-0.7,5.5,104.0,299.0
2012-01-15,47.0,-6.4,16.4,109.0,304.0
2012-01-16,44.0,-7.2,8.6,116.0,508.0
2012-01-17,46.0,-4.2,56.7,126.0,618.0
2012-01-18,257.0,-0.8,106.4,189.0,1010.0
2012-01-19,1810.0,1.8,86.5,275.0,1239.0
2012-01-20,1230.0,2.2,22.0,309.0,952.0
2012-01-21,818.0,-1.9,25.3,324.0,871.0
2012-01-22,454.0,-1.7,12.0,326.0,1003.0
2012-01-23,315.0,-1.8,0.0,338.0,1062.0
2012-01-24,679.0,0.9,79.4,335.0,1042.0
2012-01-25,1280.0,2.3,14.8,360.0,1020.0
2012-01-26,916.0,-1.2,17.2,364.0,973.0
2012-01-27,493.0,-0.9,0.0,350.0,936.0
2012-01-28,294.0,5.6,0.0,350.0,929.0
2012-01-29,221.0,4.4,18.6,353.0,930.0
2012-01-30,290.0,0.7,0.7,363.0,909.0
2012-01-31,217.0,2.3,0.0,361.0,909.0
2012-02-01,190.0,-0.8,16.0,358.0,901.0
2012-02-02,158.0,0.4,0.0,360.0,997.0
2012-02-03,130.0,1.3,0.0,368.0,982.0
2012-02-04,107.0,1.6,0.0,367.0,983.0
2012-02-05,91.0,4.1,0.0,368.0,973.0
2012-02-06,80.0,1.6,0.0,374.0,957.0
2012-02-07,71.0,1.7,0.9,381.0,951.0
2012-02-08,74.0,2.9,16.4,375.0,945.0
2012-02-09,89.0,6.4,0.7,381.0,927.0
2012-02-10,97.0,3.9,14.3,381.0,881.0
2012-02-11,114.0,0.3,2.9,373.0,861.0
2012-02-12,100.0,0.1,0.0,371.0,856.0
2012-02-13,87.0,-2.0,1.5,379.0,861.0
2012-02-14,77.0,-3.8,9.7,375.0,874.0
2012-02-15,67.0,-2.9,0.0,382.0,997.0
2012-02-16,61.0,0.2,2.2,386.0,976.0
2012-02-17,63.0,2.2,15.0,401.0,961.0
2012-02-18,80.0,-3.4,28.2,406.0,904.0
2012-02-19,74.0,-3.6,6.3,432.0,1182.0
2012-02-20,106.0,-0.3,21.5,443.0,1196.0
2012-02-21,276.0,1.9,23.1,451.0,1222.0
2012-02-22,525.0,0.7,16.3,448.0,1160.0
2012-02-23,472.0,-2.3,3.2,446.0,1105.0
2012-02-24,333.0,1.9,9.3,450.0,1097.0
2012-02-25,276.0,-5.2,13.9,469.0,1140.0
2012-02-26,224.0,-4.2,2.7,481.0,1401.0
2012-02-27,190.0,-5.2,0.4,494.0,1378.0
2012-02-28,167.0,-4.0,15.8,495.0,1353.0
2012-02-29,153.0,-5.1,34.2,516.0,1509.0
2012-03-01,138.0,-4.3,21.8,560.0,1999.0
2012-03-02,122.0,-2.2,0.6,569.0,2042.0
2012-03-03,122.0,1.5,1.5,578.0,1923.0
2012-03-04,135.0,5.0,0.0,590.0,1779.0
2012-03-05,157.0,-0.7,19.0,597.0,1683.0
2012-03-06,170.0,-6.4,8.9,615.0,1812.0
2012-03-07,149.0,-2.8,0.4,619.0,1905.0
2012-03-08,140.0,8.7,1.2,622.0,1811.0
2012-03-09,155.0,6.1,0.8,626.0,1717.0
2012-03-10,177.0,1.1,4.2,629.0,1658.0
2012-03-11,221.0,-3.0,28.5,636.0,1624.0
2012-03-12,213.0,-1.2,7.3,653.0,1838.0
2012-03-13,216.0,-4.0,17.9,672.0,1806.0
2012-03-14,206.0,-1.0,30.8,680.0,1953.0
2012-03-15,487.0,1.5,34.9,710.0,2060.0
2012-03-16,743.0,0.0,17.6,700.0,1895.0
2012-03-17,501.0,-2.9,11.2,718.0,1907.0
2012-03-18,359.0,-4.8,8.7,727.0,1941.0
2012-03-19,273.0,-4.1,10.8,735.0,2033.0
2012-03-20,354.0,-0.8,66.7,756.0,2102.0
2012-03-21,525.0,-0.8,66.7,816.0,2468.0
2012-03-22,552.0,-2.1,7.0,880.0,2897.0
2012-03-23,388.0,-0.7,1.1,893.0,2735.0
2012-03-24,300.0,1.1,0.0,897.0,2611.0
2012-03-25,264.0,0.3,2.1,899.0,2475.0
2012-03-26,233.0,0.1,0.3,901.0,2411.0
2012-03-27,211.0,1.8,6.3,903.0,2336.0
2012-03-28,209.0,-0.2,2.5,903.0,2276.0
2012-03-29,279.0,2.0,57.2,900.0,2253.0
2012-03-30,1670.0,1.7,70.2,917.0,2185.0
2012-03-31,1130.0,1.0,18.5,916.0,2262.0
2012-04-01,652.0,-2.7,26.2,907.0,2287.0
2012-04-02,469.0,0.9,0.4,935.0,2497.0
2012-04-03,380.0,0.8,7.6,962.0,2374.0
2012-04-04,300.0,-3.2,12.3,967.0,2372.0
2012-04-05,257.0,-3.2,15.2,979.0,2493.0
2012-04-06,219.0,-2.4,4.7,994.0,2603.0
2012-04-07,190.0,0.9,0.0,1005.0,2523.0
2012-04-08,172.0,5.5,0.0,1005.0,2442.0
2012-04-09,167.0,7.4,0.0,998.0,2347.0
2012-04-10,176.0,6.4,0.4,995.0,2280.0
2012-04-11,199.0,1.2,14.7,982.0,2226.0
2012-04-12,215.0,0.5,7.5,980.0,2218.0
2012-04-13,198.0,1.1,2.0,986.0,2218.0
2012-04-14,180.0,2.8,0.0,977.0,2227.0
2012-04-15,169.0,4.5,2.4,954.0,2165.0
2012-04-16,304.0,2.7,32.0,950.0,2104.0
2012-04-17,371.0,1.3,12.5,920.0,2070.0
2012-04-18,379.0,2.2,13.9,927.0,2060.0
2012-04-19,484.0,5.0,34.4,924.0,2033.0
2012-04-20,664.0,7.2,0.0,911.0,1982.0
2012-04-21,522.0,11.8,0.4,875.0,1909.0
2012-04-22,477.0,15.2,0.0,851.0,1819.0
2012-04-23,483.0,13.2,8.7,817.0,1704.0
2012-04-24,453.0,6.3,2.0,776.0,1608.0
2012-04-25,342.0,6.9,19.2,743.0,1561.0
2012-04-26,393.0,0.0,37.1,732.0,1511.0
2012-04-27,356.0,0.5,6.0,716.0,1653.0
2012-04-28,304.0,4.2,0.0,722.0,1611.0
2012-04-29,260.0,7.1,0.4,722.0,1537.0
2012-04-30,314.0,2.9,24.2,708.0,1459.0
2012-05-01,302.0,-0.5,4.7,686.0,1422.0
2012-05-02,242.0,1.1,5.2,684.0,1433.0
2012-05-03,272.0,2.0,23.8,696.0,1427.0
2012-05-04,292.0,-0.6,12.1,661.0,1393.0
2012-05-05,253.0,0.2,0.6,656.0,1431.0
2012-05-06,218.0,6.3,0.0,663.0,1427.0
2012-05-07,193.0,11.3,0.0,650.0,1364.0
2012-05-08,189.0,11.0,0.0,627.0,1284.0
2012-05-09,180.0,3.2,0.4,596.0,1212.0
2012-05-10,158.0,3.2,0.0,567.0,1157.0
2012-05-11,140.0,8.1,0.0,553.0,1114.0
2012-05-12,131.0,13.2,0.5,524.0,1055.0
2012-05-13,136.0,18.1,0.0,490.0,971.0
2012-05-14,145.0,16.7,0.6,448.0,863.0
2012-05-15,144.0,13.1,0.0,392.0,754.0
2012-05-16,133.0,11.7,0.1,345.0,641.0
2012-05-17,115.0,10.3,0.2,315.3333333333333,611.8636363636364
2012-05-18,100.0,8.899999999999997,0.0,285.6666666666667,582.7272727272727
2012-05-19,90.0,7.5,0.0,256.0,553.5909090909091
2012-05-20,84.0,6.1,0.0,226.3333333333333,524.4545454545455
2012-05-21,90.0,4.699999999999998,21.1,196.66666666666663,495.3181818181818
2012-05-22,115.0,3.3,19.5,167.0,466.1818181818182
2012-05-23,109.0,1.7,8.4,141.0,437.0454545454545
2012-05-24,132.0,0.8,24.8,129.0,1699.3092697299105
2012-05-25,138.0,3.6,3.0,132.0,1681.0
2012-05-26,122.0,5.7,0.0,117.0,1672.0
2012-05-27,107.0,7.1,1.1,85.0,988.4914831550785
2012-05-28,97.0,5.5,1.0,27.0,1727.3110527557321
2012-05-29,87.0,7.6,0.0,1.0,1680.5172799536276
2012-05-30,80.0,11.6,0.0,0.0,1732.0
2012-05-31,76.0,14.3,0.0,0.0,203.95454545454544
2012-06-01,73.0,14.5,6.5,0.0,174.8181818181818
2012-06-02,78.0,8.6,10.0,0.0,145.68181818181813
2012-06-03,70.0,6.9,6.7,0.0,116.5454545454545
2012-06-04,88.0,6.2,29.7,0.0,87.40909090909088
2012-06-05,122.0,1.0,12.1,0.0,58.27272727272725
2012-06-06,114.0,5.0,1.1,0.0,29.136363636363626
2012-06-07,122.0,5.5,23.4,0.0,0.0
2012-06-08,154.0,1.0,18.9,0.0,0.0
2012-06-09,185.0,2.2,6.9,0.0,0.0
2012-06-10,163.0,7.8,0.5,0.0,0.0
2012-06-11,134.0,12.0,0.0,0.0,0.0
2012-06-12,115.0,9.9,5.8,0.0,0.0
2012-06-13,103.0,8.8,6.9,0.0,0.0
2012-06-14,91.0,9.7,0.0,0.0,0.0
2012-06-15,82.0,13.1,0.1,0.0,0.0
2012-06-16,76.0,16.5,0.0,0.0,0.0
2012-06-17,70.0,12.8,0.0,0.0,0.0
2012-06-18,68.0,4.5,17.8,0.0,0.0
2012-06-19,64.0,4.7,0.2,0.0,0.0
2012-06-20,59.0,12.7,0.0,0.0,0.0
2012-06-21,56.0,14.8,0.0,0.0,0.0
2012-06-22,55.0,7.5,12.8,0.0,0.0
2012-06-23,68.0,4.9,27.6,0.0,0.0
2012-06-24,67.0,6.4,3.9,0.0,0.0
2012-06-25,61.0,5.8,8.0,0.0,0.0
2012-06-26,74.0,4.9,13.0,0.0,0.0
2012-06-27,71.0,11.6,0.0,0.0,0.0
2012-06-28,65.0,12.7,0.0,0.0,0.0
2012-06-29,60.0,13.1,0.0,0.0,0.0
2012-06-30,57.0,12.5,10.8,0.0,0.0
2012-07-01,56.0,12.0,1.3,0.0,0.0
2012-07-02,52.0,12.2,0.0,0.0,0.0
2012-07-03,50.0,7.4,5.3,0.0,0.0
2012-07-04,48.0,10.6,0.2,0.0,0.0
2012-07-05,46.0,14.2,0.2,0.0,0.0
2012-07-06,44.0,16.4,0.0,0.0,0.0
2012-07-07,42.0,19.3,0.2,0.0,0.0
2012-07-08,40.0,20.5,0.0,0.0,0.0
2012-07-09,39.0,18.2,0.0,0.0,0.0
2012-07-10,37.0,17.6,0.0,0.0,0.0
2012-07-11,36.0,18.7,0.0,0.0,0.0
2012-07-12,35.0,16.9,0.0,0.0,0.0
2012-07-13,33.0,16.0,0.0,0.0,0.0
2012-07-14,32.0,15.0,0.0,0.0,0.0
2012-07-15,32.0,12.3,0.0,0.0,0.0
2012-07-16,31.0,10.6,0.0,0.0,0.0
2012-07-17,31.0,13.6,0.0,0.0,0.0
2012-07-18,31.0,11.5,1.7,0.0,0.0
2012-07-19,30.0,16.0,0.5,0.0,0.0
2012-07-20,29.0,11.8,6.6,0.0,0.0
2012-07-21,28.0,14.4,0.2,0.0,0.0
2012-07-22,27.0,11.3,0.0,0.0,0.0
2012-07-23,27.0,11.7,0.0,0.0,0.0
2012-07-24,26.0,16.2,0.1,0.0,0.0
2012-07-25,25.0,17.7,0.0,0.0,0.0
2012-07-26,25.0,18.2,0.0,0.0,0.0
2012-07-27,24.0,14.0,0.0,0.0,0.0
2012-07-28,24.0,13.7,0.0,0.0,0.0
2012-07-29,23.0,13.7,0.0,0.0,0.0
2012-07-30,23.0,13.6,0.0,0.0,0.0
2012-07-31,22.0,14.4,0.1,0.0,0.0
2012-08-01,22.0,14.9,0.0,0.0,0.0
2012-08-02,21.0,14.7,0.0,0.0,0.0
2012-08-03,21.0,18.1,0.0,0.0,0.0
2012-08-04,20.0,22.6,0.0,0.0,0.0
2012-08-05,20.0,20.2,1.6,0.0,0.0
2012-08-06,20.0,20.9,0.0,0.0,0.0
2012-08-07,19.0,18.0,0.0,0.0,0.0
2012-08-08,19.0,15.5,0.0,0.0,0.0
2012-08-09,19.0,15.5,0.0,0.0,0.0
2012-08-10,18.0,15.2,0.0,0.0,0.0
2012-08-11,18.0,20.7,0.0,0.0,0.0
2012-08-12,18.0,23.1,0.0,0.0,0.0
2012-08-13,17.0,21.5,0.0,0.0,0.0
2012-08-14,17.0,20.8,0.7,0.0,0.0
2012-08-15,17.0,22.4,0.0,0.0,0.0
2012-08-16,16.0,21.9,0.0,0.0,0.0
2012-08-17,16.0,23.9,0.0,0.0,0.0
2012-08-18,16.0,19.3,0.2,0.0,0.0
2012-08-19,16.0,17.3,0.0,0.0,0.0
2012-08-20,15.0,17.7,0.0,0.0,0.0
2012-08-21,15.0,14.8,0.1,0.0,0.0
2012-08-22,15.0,13.8,0.0,0.0,0.0
2012-08-23,15.0,11.1,0.0,0.0,0.0
2012-08-24,15.0,13.6,0.0,0.0,0.0
2012-08-25,14.0,16.4,0.0,0.0,0.0
2012-08-26,14.0,13.5,0.0,0.0,0.0
2012-08-27,14.0,12.8,0.0,0.0,0.0
2012-08-28,14.0,10.9,0.0,0.0,0.0
2012-08-29,14.0,10.4,0.0,0.0,0.0
2012-08-30,14.0,14.4,0.0,0.0,0.0
2012-08-31,14.0,12.6,0.0,0.0,0.0
2012-09-01,13.0,11.5,0.0,0.0,0.0
2012-09-02,13.0,13.3,0.0,0.0,0.0
2012-09-03,13.0,15.2,0.0,0.0,0.0
2012-09-04,13.0,16.9,0.0,0.0,0.0
2012-09-05,13.0,18.2,0.0,0.0,0.0
2012-09-06,13.0,18.2,0.0,0.0,0.0
2012-09-07,12.0,20.3,0.0,0.0,0.0
2012-09-08,12.0,18.6,0.0,0.0,0.0
2012-09-09,12.0,9.7,0.0,0.0,0.0
2012-09-10,12.0,7.7,1.2,0.0,0.0
2012-09-11,12.0,10.6,0.0,0.0,0.0
2012-09-12,12.0,15.0,0.0,0.0,0.0
2012-09-13,12.0,20.8,0.2,0.0,0.0
2012-09-14,11.0,20.8,0.0,0.0,0.0
2012-09-15,11.0,17.4,0.0,0.0,0.0
2012-09-16,11.0,16.5,0.0,0.0,0.0
2012-09-17,11.0,20.1,0.0,0.0,0.0
2012-09-18,11.0,20.4,0.0,0.0,0.0
2012-09-19,11.0,19.9,0.0,0.0,0.0
2012-09-20,11.0,19.6,0.0,0.0,0.0
2012-09-21,11.0,11.5,0.0,0.0,0.0
2012-09-22,11.0,10.0,1.3,0.0,0.0
2012-09-23,11.0,10.2,0.0,0.0,0.0
2012-09-24,11.0,12.0,0.0,0.0,0.0
2012-09-25,11.0,11.8,0.0,0.0,0.0
2012-09-26,11.0,14.5,0.0,0.0,0.0
2012-09-27,11.0,18.5,0.0,0.0,0.0
2012-09-28,11.0,17.1,0.0,0.0,0.0
2012-09-29,11.0,14.9,0.0,0.0,0.0
2012-09-30,11.0,15.0,0.0,0.0,0.0
2012-10-01,11.0,18.8,0.0,0.0,0.0
2012-10-02,11.0,13.6,0.0,0.0,0.0
2012-10-03,10.0,8.0,0.0,0.0,0.0
2012-10-04,10.0,8.9,0.0,0.0,0.0
2012-10-05,10.0,8.3,0.0,0.0,0.0
2012-10-06,10.0,9.8,0.0,0.0,0.0
2012-10-07,10.0,13.3,0.0,0.0,0.0
2012-10-08,10.0,11.5,0.0,0.0,0.0
2012-10-09,10.0,11.1,0.0,0.0,0.0
2012-10-10,10.0,12.9,0.0,0.0,0.0
2012-10-11,10.0,12.9,0.0,0.0,0.0
2012-10-12,11.0,7.9,16.3,0.0,0.0
2012-10-13,16.0,8.5,6.7,0.0,0.0
2012-10-14,13.0,9.9,8.9,0.0,0.0
2012-10-15,41.0,10.6,89.3,0.0,0.0
2012-10-16,89.0,4.9,12.2,0.0,0.0
2012-10-17,29.0,6.3,0.0,0.0,0.0
2012-10-18,21.0,13.6,0.0,0.0,0.0
2012-10-19,20.0,7.6,21.9,0.0,0.0
2012-10-20,34.0,1.0,12.5,1.0,0.0
2012-10-21,31.0,-0.1,12.7,1.0,0.0
2012-10-22,44.0,-0.5,21.4,11.0,0.0
2012-10-23,44.0,-1.0,9.6,30.0,0.0
2012-10-24,42.0,-0.5,10.3,40.0,0.0
2012-10-25,39.0,1.0,0.5,49.0,0.0
2012-10-26,33.0,2.6,1.9,47.0,0.0
2012-10-27,62.0,4.7,41.5,45.0,0.0
2012-10-28,284.0,8.9,44.3,35.0,0.0
2012-10-29,393.0,9.0,27.3,1.0,0.0
2012-10-30,202.0,8.6,0.0,1.0,0.0
2012-10-31,118.0,6.6,9.8,1.0,0.0
2012-11-01,111.0,4.3,19.4,2.0,0.0
2012-11-02,105.0,5.9,7.7,1.0,0.0
2012-11-03,93.0,7.9,5.3,1.0,0.0
2012-11-04,78.0,10.1,0.0,1.0,0.0
2012-11-05,67.0,13.1,0.0,0.0,0.0
2012-11-06,59.0,13.3,2.1,0.0,0.0
2012-11-07,54.0,1.7,4.7,1.0,0.0
2012-11-08,50.0,-0.8,10.9,0.0,1.0
2012-11-09,49.0,-2.6,11.7,10.0,35.0
2012-11-10,47.0,-3.2,1.9,20.0,224.0
2012-11-11,44.0,-1.1,3.1,20.0,103.0
2012-11-12,126.0,1.4,26.4,22.0,181.0
2012-11-13,161.0,3.1,0.7,22.0,135.0
2012-11-14,119.0,3.0,0.0,15.0,74.0
2012-11-15,94.0,5.0,0.0,17.0,69.0
2012-11-16,80.0,5.4,0.0,13.0,60.0
2012-11-17,84.0,2.2,22.1,9.0,24.0
2012-11-18,88.0,0.3,8.9,14.0,110.0
2012-11-19,125.0,4.9,50.9,19.0,101.0
2012-11-20,1060.0,1.3,59.2,4.0,0.0
2012-11-21,833.0,-1.2,32.6,23.0,37.0
2012-11-22,473.0,0.2,0.0,44.0,239.0
2012-11-23,321.0,4.2,14.1,45.0,195.0
2012-11-24,424.0,3.1,29.6,50.0,169.0
2012-11-25,387.0,-0.2,0.0,37.0,123.0
2012-11-26,287.0,4.3,0.0,57.0,123.0
2012-11-27,220.0,7.9,0.0,40.0,118.0
2012-11-28,178.0,7.0,0.0,40.0,99.0
2012-11-29,180.0,3.8,30.9,28.0,65.0
2012-11-30,292.0,3.5,17.8,22.0,51.0
2012-12-01,345.0,1.3,34.5,12.0,30.0
2012-12-02,686.0,-0.2,42.9,15.0,25.0
2012-12-03,523.0,0.8,17.0,48.0,212.0
2012-12-04,1670.0,5.6,120.5,55.0,197.0
2012-12-05,1510.0,-0.1,11.1,28.0,52.0
2012-12-06,623.0,-1.7,5.3,26.0,72.0
2012-12-07,397.0,-0.8,16.2,31.0,112.0
2012-12-08,293.0,-2.2,9.0,49.0,141.0
2012-12-09,225.0,-0.6,4.9,58.0,217.0
2012-12-10,199.0,1.8,1.3,64.0,214.0
2012-12-11,177.0,-0.2,13.7,64.0,183.0
2012-12-12,165.0,-2.7,9.4,81.0,313.0
2012-12-13,145.0,-3.0,0.0,88.0,384.0
2012-12-14,129.0,-3.5,5.6,90.0,364.0
2012-12-15,116.0,-3.7,26.4,92.0,416.0
2012-12-16,120.0,-1.3,40.2,116.0,635.0
2012-12-17,338.0,-3.6,29.3,156.0,718.0
2012-12-18,246.0,-5.6,28.2,179.0,939.0
2012-12-19,183.0,-2.8,11.7,208.0,1172.0
2012-12-20,158.0,-1.8,32.7,222.0,1151.0
2012-12-21,139.0,-1.1,11.5,257.0,1371.0
2012-12-22,138.0,-1.8,10.5,277.0,1437.0
2012-12-23,142.0,-2.6,29.5,297.0,1503.0
2012-12-24,137.0,-3.0,10.9,317.0,1569.0
2012-12-25,130.0,-0.9,24.6,337.0,1635.0
2012-12-26,135.0,-1.4,19.3,357.0,1701.0
2012-12-27,150.0,-3.2,6.6,377.0,1767.0
2012-12-28,128.0,-3.6,0.0,390.0,1726.0
2012-12-29,109.0,-3.3,0.6,393.0,1665.0
2012-12-30,95.0,-3.9,0.0,396.0,1624.0
2012-12-31,84.0,-3.9,0.3,398.0,1593.0
2013-01-01,76.0,-2.3,0.0,399.0,1568.0
2013-01-02,71.0,-0.5,0.0,403.0,1541.0
2013-01-03,66.0,1.1,0.7,404.0,1504.0
2013-01-04,65.0,2.0,1.1,404.0,1493.0
2013-01-05,66.0,1.4,0.9,399.0,1454.0
2013-01-06,66.0,0.1,0.6,402.0,1431.0
2013-01-07,116.0,1.1,24.6,407.0,1413.0
2013-01-08,236.0,1.8,17.4,366.0,1380.0
2013-01-09,281.0,-1.7,20.2,375.0,1325.0
2013-01-10,235.0,-4.8,11.3,402.0,1484.0
2013-01-11,183.0,-6.8,0.8,423.0,1563.0
2013-01-12,147.0,-8.3,0.0,432.0,1501.0
2013-01-13,125.0,-7.4,0.0,438.0,1480.0
2013-01-14,109.0,-4.5,0.1,443.0,1466.0
2013-01-15,97.0,2.5,0.0,449.0,1417.0
2013-01-16,90.0,8.8,0.0,453.0,1421.0
2013-01-17,87.0,10.3,0.0,456.0,1380.0
2013-01-18,95.0,11.0,0.0,455.0,1365.0
2013-01-19,112.0,10.6,0.0,454.0,1331.0
2013-01-20,129.0,9.0,0.0,457.0,1314.0
2013-01-21,134.0,9.9,0.0,462.0,1305.0
2013-01-22,132.0,8.9,0.0,467.0,1308.0
2013-01-23,138.0,3.9,8.6,473.0,1303.0
2013-01-24,149.0,2.2,2.8,464.0,1291.0
2013-01-25,244.0,2.4,29.8,470.0,1264.0
2013-01-26,329.0,-2.1,12.0,491.0,1218.0
2013-01-27,255.0,-3.2,22.4,494.0,1341.0
2013-01-28,214.0,-3.0,39.6,517.0,1531.0
2013-01-29,222.0,-1.2,43.9,564.0,1903.0
2013-01-30,221.0,-0.2,12.2,599.0,1959.0
2013-01-31,213.0,0.7,0.0,607.0,1772.0
2013-02-01,186.0,2.1,0.0,615.0,1695.0
2013-02-02,167.0,5.3,0.0,622.0,1662.0
2013-02-03,158.0,4.2,0.0,626.0,1642.0
2013-02-04,149.0,4.5,0.0,632.0,1623.0
2013-02-05,151.0,-0.2,14.9,636.0,1595.0
2013-02-06,168.0,-0.4,7.8,650.0,1627.0
2013-02-07,164.0,-2.6,7.7,668.0,1631.0
2013-02-08,146.0,-3.8,0.0,673.0,1730.0
2013-02-09,128.0,-3.1,0.0,668.0,1716.0
2013-02-10,114.0,-0.9,0.0,676.0,1706.0
2013-02-11,103.0,-1.7,2.3,683.0,1708.0
2013-02-12,96.0,0.3,5.9,686.0,1721.0
2013-02-13,93.0,0.8,3.9,664.0,1679.0
2013-02-14,91.0,2.2,0.4,662.0,1659.0
2013-02-15,92.0,6.0,0.0,666.0,1610.0
2013-02-16,99.0,0.8,3.5,668.0,1589.0
2013-02-17,97.0,-2.3,1.3,676.0,1565.0
2013-02-18,92.0,-2.6,0.0,688.0,1605.0
2013-02-19,86.0,-1.8,2.5,696.0,1606.0
2013-02-20,81.0,-2.7,9.7,687.0,1584.0
2013-02-21,79.0,-3.2,16.7,700.0,1797.0
2013-02-22,84.0,-2.2,32.7,720.0,1861.0
2013-02-23,93.0,-3.9,20.0,759.0,2081.0
